Category,SubCat,VerseBy,VerseByID,Verse,VerseRef
Akhlaq,145,Hazrat Muhammad Mustafa [s],2,"I saw a man in Paradise walking around a tree he had cut off in the world, for it blocked people's path and annoyed them.",Nahj al Fasahah; Tradition No. 966; Page No. 137
Aqaed,291,Hazrat Muhammad Mustafa [s],2,I suffered in the way of God when no one suffered and I was frightened in the way of God when no one feared at all. Many a day and many a night I spent when Baal and me had nothing to eat.,"Nahj al Fasahah, Tradition No. 967, Page No. 137"
Akhlaq,291,Hazrat Muhammad Mustafa [s],2,I swear by God that leading one to the right path is much better than having red-haired camels.,"Nahj al Fasahah, Tradition No. 968, Page No. 137"
Akhlaq,495,Hazrat Muhammad Mustafa [s],2,"I swear by God that this world to the Hereafter is just as one of you puts his finger into a sea, and see what happens! (Nothing he gains).",Nahj al Fasahah; Tradition No. 969; Page No. 137
Aqaed,506,Hazrat Muhammad Mustafa [s],2,I swear by God that you will not find anyone juster to you than me after my death.,Nahj al Fasahah; Tradition No. 970; Page No. 137
Akhlaq,145,Hazrat Muhammad Mustafa [s],2,I was appointed to treat people moderately.,Nahj al Fasahah; Tradition No. 971; Page No. 137
Akhlaq,145,Hazrat Muhammad Mustafa [s],2,"I was appointed with a pure, easy religion and, therefore, whoever opposes my manners is not my follower.",Nahj al Fasahah; Tradition No. 972; Page No. 137
Aqaed,192,Hazrat Muhammad Mustafa [s],2,"I was given the option to either choose intercession or to take half of my nation to Paradise (without final judgment), and I chose the former for it is more extended and sufficient in range. Do you think that intercession is specifically applied for pious believers? No, it is for the sinful wrong doers.",Nahj al Fasahah; Tradition No. 973; Page No. 138
Akhlaq,145,Hazrat Muhammad Mustafa [s],2,"I was offered short, but comprehensive words.",Nahj al Fasahah; Tradition No. 974; Page No. 138
adaab,44,Hazrat Muhammad Mustafa [s],2,I was so much advised to brush my teeth that I got scared lest it might become obligatory for me.,Nahj al Fasahah; Tradition No. 975; Page No. 138
adaab,44,Hazrat Muhammad Mustafa [s],2,I was so much advised to brush my teeth that I got scared of putting them to harm.,Nahj al Fasahah; Tradition No. 976; Page No. 138
Akhlaq,19,Hazrat Muhammad Mustafa [s],2,"I will inform you of what authority is, if you ask me to do so. It begins with blame, leads to remorse and ends up with the torment of the Day of Judgment.","Nahj al Fasahah, Tradition No. 977, Page No. 138"
Akhlaq,83,Hazrat Muhammad Mustafa [s],2,I will undertake to reserve Paradise for whoever undertakes to put no demand to people.,Nahj al Fasahah; Tradition No. 978; Page No. 138
Akhlaq,464,Hazrat Muhammad Mustafa [s],2,I wonder at a Muslim who keeps patient when calamity befalls him and thanks and praises God when he attains some good.,Nahj al Fasahah; Tradition No. 979; Page No. 138
Akhlaq,37,Hazrat Muhammad Mustafa [s],2,"If a believer manages to hide himself in a hole, someone will be sent by God to hurt him(put him to trial).",Nahj al Fasahah; Tradition No. 980; Page No. 138&139
Aqaed,165,Hazrat Muhammad Mustafa [s],2,"If a drop of hellish Zaghoom drips to the world, it will ruin the life of the people.So, what would happen to the ones whose otherworldly food is Zaghoom.",Nahj al Fasahah; Tradition No. 981; Page No. 139
Akhlaq,50,Hazrat Muhammad Mustafa [s],2,"If a relative is in need, giving alms(to others) will not be fair.",Nahj al Fasahah; Tradition No. 982; Page No. 139
Akhlaq,494,Hazrat Muhammad Mustafa [s],2,"If a woman perfumes herself and passes by people to please them, she will be adulterous.","Nahj al Fasahah, Tradition No. 983, Page No. 139"
Akhlaq,82,Hazrat Muhammad Mustafa [s],2,"If animals were aware of what men know about death, they would avoid weight-growing meat.",Nahj al Fasahah; Tradition No. 984; Page No. 139
Akhlaq,479,Hazrat Muhammad Mustafa [s],2,"When two Muslims draw sword against one another, and one manages to kill the other, both will be put to Hell. The people asked, ""O Messenger of God! the case is clear as to the killer, but why is the killed treated as such?"" The Holy Prophet replied: ""He too sought to kill the other party.""",Nahj al Fasahah; Tradition No. 2850.
Akhlaq,479,Hazrat Muhammad Mustafa [s],2,"When two persons insult each other, the one who has begun (the game) is sinful, provided that the oppressed does not exceed his limits.",Nahj al Fasahah; Tradition No. 2851.
Akhlaq,479,Hazrat Muhammad Mustafa [s],2,"When two persons invite you simultaneously, accept the invitation of the one whose house is closer to yours, thus being your closer neighbor than the other, but if one of these two neighbors invites you sooner, accept his invitation (first).",Nahj al Fasahah; Tradition No. 2852.
Akhlaq,479,Hazrat Muhammad Mustafa [s],2,"When two persons whisper to each other, do not approach them",Nahj al Fasahah; Tradition No. 2853.
Akhlaq,479,Hazrat Muhammad Mustafa [s],2,"When usury and adultery spread out in a place, the residents of that place are (actually) bartering their doings for God's punishment.",Nahj al Fasahah; Tradition No. 2854.
Akhlaq,479,Hazrat Muhammad Mustafa [s],2,"When you are deep in religion, the most good-natured of you are the best in Islam.",Nahj al Fasahah; Tradition No. 2855.
Akhlaq,479,Hazrat Muhammad Mustafa [s],2,"When you are told a mountain has left its place, believe in it; but when you hear someone has left his manners, believe it not; for man will finally return to his own nature.",Nahj al Fasahah; Tradition No. 2856.
Akhlaq,479,Hazrat Muhammad Mustafa [s],2,"When you brush your teeth, move the brush horizontally.",Nahj al Fasahah; Tradition No. 2857.
Akhlaq,479,Hazrat Muhammad Mustafa [s],2,"When you come across something you can not change, be patient and leave it to God for so doing.",Nahj al Fasahah; Tradition No. 2858.
Akhlaq,479,Hazrat Muhammad Mustafa [s],2,"When you conquered your enemy, forgive him out of thanksgiving for your power.",Nahj al Fasahah; Tradition No. 2859.
Akhlaq,479,Hazrat Muhammad Mustafa [s],2,"When you decide to do something, ask for God's grace seven times, and then see what you are inclined to, for your good lies surely in that.",Nahj al Fasahah; Tradition No. 2860.
Akhlaq,479,Hazrat Muhammad Mustafa [s],2,"When you decide to do something, meditate on its results. If it entails good results, perform it; otherwise, forget about it.",Nahj al Fasahah; Tradition No. 2861.
Akhlaq,479,Hazrat Muhammad Mustafa [s],2,"When you face those overtaken by calamities, ask God (to grant you) health.",Nahj al Fasahah; Tradition No. 2862.
Akhlaq,479,Hazrat Muhammad Mustafa [s],2,"When you love one of your brethren, show your love to him, for this will strengthen your friendship and make it last longer.",Nahj al Fasahah; Tradition No. 2863.
Akhlaq,479,Hazrat Muhammad Mustafa [s],2,"When you make a request to your brother (in faith), do not start with extolling him, for it puts a pressure on his back.",Nahj al Fasahah; Tradition No. 2864.
Akhlaq,479,Hazrat Muhammad Mustafa [s],2,"When you make friend with someone, try not dispute with him, nor to seek superiority over him, nor to inquire about him, for it may come to pass that you come across one of his foes who might cause discord between you by speaking ill of him.",Nahj al Fasahah; Tradition No. 2865.
Akhlaq,479,Hazrat Muhammad Mustafa [s],2,"When you see breach of promise and weakness of trusteeship prevalent among people, (the Holy Prophet said with enveloped fingers), run a solitary life at home, control your tongue' practice what you know, leave aside what you know not, manage your personal affairs and keep away from people's business.",Nahj al Fasahah; Tradition No. 2866.
Akhlaq,479,Hazrat Muhammad Mustafa [s],2,"When you see God has subjected one of His servants to poverty and disease, know that He intends to purify him (of his sins).",Nahj al Fasahah; Tradition No. 2867.
Akhlaq,479,Hazrat Muhammad Mustafa [s],2,"When you see someone who is superior to you in beauty and wealth, think of someone who is inferior to you in these respects.",Nahj al Fasahah; Tradition No. 2868.
Akhlaq,479,Hazrat Muhammad Mustafa [s],2,"When you want to know about one's status to God, heed to what is said of him in his absence.",Nahj al Fasahah; Tradition No. 2869.
Akhlaq,479,Hazrat Muhammad Mustafa [s],2,"When your rulers are the benevolent, your rich men are the most generous and your affairs consulted among you, the back of the earth would better suit you than its depth, and when your rulers are the most wicked, your rich men are the most miserly and your affairs controlled by women, the depth of the earth would better suit you than its back.",Nahj al Fasahah; Tradition No. 2870.
Akhlaq,479,Hazrat Muhammad Mustafa [s],2,"When your servant serves you a meal which he has prepared with lots of troubles, share the meal with him, or (at least) ask him to have a morsel or two.",Nahj al Fasahah; Tradition No. 2871.
Akhlaq,479,Hazrat Muhammad Mustafa [s],2,"Whenever a human being or one of God's creatures eats the fruits of a tree, a good reward is recorded for the one who has planted the tree.",Nahj al Fasahah; Tradition No. 2872.
Akhlaq,479,Hazrat Muhammad Mustafa [s],2,"Whenever Gabriel came to me urged me to brush my teeth, to the extent that I got worried of wearing away my gum.",Nahj al Fasahah; Tradition No. 2873.
Akhlaq,479,Hazrat Muhammad Mustafa [s],2,"Whenever the Sun rises, two angels call out from its two sides, ""O Lord! Reward the generous and ruin the stingy as soon as possible.""",Nahj al Fasahah; Tradition No. 2874.
Akhlaq,479,Hazrat Muhammad Mustafa [s],2,"While weakness befalls an old man's body, his heart grows younger (eager) towards the love of long life and abundant wealth.",Nahj al Fasahah; Tradition No. 2875.
Akhlaq,479,Hazrat Muhammad Mustafa [s],2,Who commits adultery will be afflicted with adultery.,Nahj al Fasahah; Tradition No. 2876.
Akhlaq,479,Hazrat Muhammad Mustafa [s],2,"The lawful is what God has announced lawful in His Book, and the unlawful is too, and what He has left undecided, will be forgiven (if acted upon).",Nahj al Fasahah; Tradition No. 2066; Page No. 290
Akhlaq,479,Hazrat Muhammad Mustafa [s],2,"The learned are heir to prophets and (thus), whoever acquires knowledge avails oneself greatly of the prophets' heritage.",Nahj al Fasahah; Tradition No. 2067; Page No. 290
Akhlaq,479,Hazrat Muhammad Mustafa [s],2,The learned are leaders and the pious are masters (of the people) and the company both brings abundance.,Nahj al Fasahah; Tradition No. 2068; Page No. 290
Akhlaq,479,Hazrat Muhammad Mustafa [s],2,"Whoever pleases his parents, pleases God, and whoever displeases them, displeases Him.",Nahj al Fasahah; Tradition No. 3074.
Akhlaq,479,Hazrat Muhammad Mustafa [s],2,"The learned are of three kinds: those whose knowledge is of benefit to people and to themselves, those whose knowledge is of benefit to people but of ruin to themselves, and those whose knowledge is of benefit to themselves but not to others.",Nahj al Fasahah; Tradition No. 2069; Page No. 290
Akhlaq,479,Hazrat Muhammad Mustafa [s],2,"The learned are the lights of earth, the caliphs of the prophets, and the successors of the prophets and me.",Nahj al Fasahah; Tradition No. 2070; Page No. 290
Akhlaq,479,Hazrat Muhammad Mustafa [s],2,"The learned person's ink and the martyrs' blood will be weighed in the Day of Judgment, and the former will turn out to be weightier (worthier).",Nahj al Fasahah; Tradition No. 2071; Page No. 290
Akhlaq,479,Hazrat Muhammad Mustafa [s],2,"The learned person's sin is considered one and that of the ignorant, two.",Nahj al Fasahah; Tradition No. 2072; Page No. 291
Akhlaq,479,Hazrat Muhammad Mustafa [s],2,"The least punished of people in the Day of Judgment are those on whose soles two flames of fire will be placed, which will make their brains boil.",Nahj al Fasahah; Tradition No. 2073; Page No. 291
Akhlaq,479,Hazrat Muhammad Mustafa [s],2,The light of faith will vanish from the heart of those who drink wine.,Nahj al Fasahah; Tradition No. 2074; Page No. 291
Akhlaq,479,Hazrat Muhammad Mustafa [s],2,"The little work done with knowledge is great, and the great work done with ignorance is little.",Nahj al Fasahah; Tradition No. 2075; Page No. 291
Akhlaq,479,Hazrat Muhammad Mustafa [s],2,The best of you are for their wives and daughters the best.,Nahj al Fasahah; Tradition No. 1910; Page No. 268
Akhlaq,479,Hazrat Muhammad Mustafa [s],2,"The lonely of this world are the following four: the Quran in a tyrant's memory, a mosque wherein its neighbors do not say their prayers, a holy Book kept in a house but not read, and a pious man among the impious.",Nahj al Fasahah; Tradition No. 2076; Page No. 291
Akhlaq,479,Hazrat Muhammad Mustafa [s],2,"The longer a Muslim's life, the better for him.",Nahj al Fasahah; Tradition No. 2077; Page No. 291
Akhlaq,479,Hazrat Muhammad Mustafa [s],2,"The maladies of your predecessors such as envy and enmity have penetrated into your (souls), wearing away not your bodies, but your faith. By the One in whose hands Muhammad's soul stands, you will not be allowed to Paradise unless you turn out to be (true) believers, and you will not achieve that save by loving one another. Shall I make you aware of something that would help you so doing? Greet each other.",Nahj al Fasahah; Tradition No. 2078; Page No. 291&292
Akhlaq,479,Hazrat Muhammad Mustafa [s],2,The meanest of all people is the one who considers people mean.,Nahj al Fasahah; Tradition No. 2079; Page No. 292
Akhlaq,479,Hazrat Muhammad Mustafa [s],2,The measure of faith is virtue.,Nahj al Fasahah; Tradition No. 2080; Page No. 292
Akhlaq,479,Hazrat Muhammad Mustafa [s],2,The merciful among my people are the moderate ones.,Nahj al Fasahah; Tradition No. 2081; Page No. 292
Akhlaq,479,Hazrat Muhammad Mustafa [s],2,The merciless will not be allowed to Paradise.,Nahj al Fasahah; Tradition No. 2082; Page No. 292
Akhlaq,479,Hazrat Muhammad Mustafa [s],2,The misled is only liked by the misled.,Nahj al Fasahah; Tradition No. 2083; Page No. 292
Akhlaq,479,Hazrat Muhammad Mustafa [s],2,The moderate will not suffer poverty.,Nahj al Fasahah; Tradition No. 2084; Page No. 292
Akhlaq,479,Hazrat Muhammad Mustafa [s],2,The money spent for one's family is (considered an act of) charity for him.,Nahj al Fasahah; Tradition No. 2085; Page No. 292
