ID,Type,TypeNo,ParaNo,ParaFormat,hawashiflag,hawashi,status
677,1,66,1.0,1,s۱,’’محمد ابن ابی بکر‘‘ کی والدہ گرامی اسماء بنت عمیس تھیں جن سے امیر المومنین علیہ السلام نے حضرت ابو بکر کے انتقال کے بعد عقد کر لیا تھا۔ چنانچہ محمد نے آپؑ ہی کے زیر سایہ تعلیم و تربیت حاصل کی اور آپؑ ہی کے طور طریقوں کو اپنایا۔ امیر المومنین علیہ السلام بھی انہیں بہت چاہتے تھے اور بمنزلہ اپنے فرزند کے سمجھتے تھے اور فرمایا کرتے تھے: ½«مُحَمَّدٌ ابْنِیْ مِنْ صُلْبِ اَبِیْ بَکْرٍ»¼: ’’محمد میرا بیٹا ہے اگرچہ ابو بکر کی صلب سے ہے‘‘۔ سفر حجۃ الوداع میں پیدا ہوئے اور ۳۸ ھء میں اٹھائیس برس کی عمر میں شہادت پائی۔,
678,1,66,2.0,1,,امیر المومنین ﷺنے مسند خلافت پر آنے کے بعد قیس ابن سعد ابن عبادہ کو مصر کا حکمران منتخب کیا تھا مگر کچھ حالات ایسے پیدا ہو گئے کہ انہیں معزول کر کے محمد ابن ابی بکر کو وہاں کا والی مقرر کرنا پڑا۔ قیس ابن سعد کی روش یہاں پر یہ تھی کہ وہ عثمانی گروہ کے خلاف متشددانہ قدم اٹھانا مصالح کے خلاف سمجھتے تھے، مگر محمد کا رویہ اس سے مختلف تھا۔ انہوں نے ایک مہینہ گزارنے کے بعد انہیں کہلوا بھیجا کہ اگر تم ہماری اطاعت نہ کرو گے تو تمہارا یہاں رہنا مشکل ہو جائے گا۔ اس پر ان لوگوں نے ان کے خلاف ایک محاذ بنا لیا اور چپکے چپکے ریشہ دوانیاں کرتے رہے، مگر تحکیم کی قرارداد کے بعد پر پر زے نکالے اور انتقام کا نعرہ لگا کر شر و فساد پھیلانے لگے اور مصر کی فضا کو مکدر کر کے رکھ دیا۔,
679,1,66,3.0,1,,امیرالمومنین علیہ السلام کو جب ان بگڑے ہوئے حالات کا علم ہوا تو آپؑ نے مالک ابنِ حارث اشتر کو مصر کی امارت دے کر ادھر روانہ کیا تا کہ وہ مخالف عناصر کو دبا کر نظم و نسق کو بگڑنے نہ دیں۔ مگر اموی کارندوں کی دسیسہ کاریوں سے نہ بچ سکے اور راستے ہی میں شہید کر دیئے گئے اور مصر کی حکومت محمد ہی کے ہاتھوں میں رہی۔,
680,1,66,4.0,1,,ادھر تحکیم کے سلسلہ میں عمرو ابن عاص کی کارکردگی نے معاویہ کو اپنا وعدہ یاد دلایا۔ چنانچہ اس نے چھ ہزار جنگ آزما اس کے سپرد کر کے مصر پر دھاوا بولنے کیلئے اسے روانہ کیا۔ محمد ابن ابی بکر نے جب دشمن کی بڑھتی ہوئی یلغار کو دیکھا تو امیر المومنین علیہ السلام کو کمک کیلئے لکھا۔ حضرتؑ نے جواب دیا کہ تم اپنے آدمیوں کو جمع کرو، میں مزید کمک تمہارے لئے روانہ کیا چاہتا ہوں۔ چنانچہ محمد نے چار ہزار آدمیوں کو اپنے پرچم کے نیچے جمع کیا اور انہیں دو حصوں پر تقسیم کر دیا۔ ایک حصہ اپنے ساتھ رکھا اور ایک حصہ کا سپہ سالار بشر بن کنانہ کو بنا کر دشمن کی روک تھام کیلئے آگے بھیج دیا۔ جب یہ فوج دشمن کے سامنے پڑاؤ ڈال کر اتر پڑی، تو ان کی مختلف ٹولیوں نے ان پر چھاپے مارنے شروع کر دیئے، جنہیں یہ اپنی جرأت و ہمت سے روکتے رہے۔ آخر معاویہ ابن خدیج کندی نے پوری فوج کے ساتھ حملہ کر دیا، مگر ان سرفروشوں نے تلواروں سے منہ نہ موڑا اور دشمن کا ڈٹ کر مقابلہ کرتے ہوئے شہید ہو گئے۔ اس شکست کا اثر یہ ہوا کہ محمد ابن ابی بکر کے ساتھی ہراساں ہو گئے اور ان کا ساتھ چھوڑ کر چلتے بنے۔ محمد نے جب اپنے کو اکیلا پایا تو بھاگ کر ایک خرابے میں پناہ لی، مگر دشمنوں کو ایک شخص کے ذریعہ ان کا پتہ مل گیا اور انہوں نے اس حالت میں انہیں آ لیا کہ یہ پیاس سے قریب بہ ہلاکت پہنچ چکے تھے۔ محمد نے پانی کی خواہش کی تو ان سنگدلوں نے پانی دینے سے انکار کر دیا اور اسی تشنگی کے عالم میں انہیں شہید کر دیا اور ان کی لاش کو ایک مردہ گدھے کے پیٹ میں رکھ کر جلا دیا۔,
681,1,66,5.0,1,e۱,کوفہ سے مالک ابنِ کعب ارجی دو ہزار آدمیوں کو لے کر نکل چکے تھے، مگر ان کے پہنچنے سے پہلے ہی دشمن مصر پر قبضہ کر چکا تھا۔,
683,1,69,1.0,1,s۱,تحکیم کے بعد جب عراقیوں نے معاویہ کے تابڑ توڑ حملوں کا جواب دینے میں سستی و بد دلی کا مظاہرہ کیا تو ان کی مذمت و توبیخ کے سلسلے میں یہ خطبہ ارشاد فرمایا جس میں صفین کے موقعہ پر ان کی فریب خوردگی اور جنگ سے دستبرداری کی طرف اشارہ کیا ہے اور ان کی حالت کو اس عورت سے تشبیہ دی ہے جس میں یہ پانچ وصف ہوں:,
684,1,69,2.0,1,,۱۔ وہ حاملہ ہو:,
685,1,69,3.0,1,,اس سے مراد یہ ہے کہ یہ لوگ لڑنے بھڑنے کی پوری پوری صلاحیت و استعداد رکھتے تھے۔ اس بانجھ عورت کے مانند نہ تھے کہ جس سے کوئی امید نہیں رکھی جا سکتی۔,
686,1,69,4.0,1,,۲۔ مدت حمل پوری کر چکی ہو:,
687,1,69,5.0,1,,یعنی تمام کٹھن اور دشوار گزار منزلوں کو طے کر کے فتح و کامرانی کے قریب پہنچ چکے تھے۔,
688,1,69,6.0,1,,۳۔ از خود حمل کو ساقط کر دیا ہو:,
689,1,69,7.0,1,,یعنی فتح کے قریب پہنچ کر صلح پر اتر آئے اور دامن مراد بھرنے کے بجائے نامرادیوں کو سمیٹ لیا۔,
690,1,69,8.0,1,,۴۔ اس کے رنڈاپے کی مدت دراز ہو:,
691,1,69,9.0,1,,یعنی ان کی حالت ایسی ہو گئی جیسے ان کا کوئی سرپرست و نگران نہ ہو اور وہ بے والی و وارث بھٹک رہے ہوں۔,
692,1,69,10.0,1,,۵۔ بیگانے اس کے وارث ہوں:,
693,1,69,11.0,1,e۱,یعنی اہلِ شام ان کے املاک پر قبضہ و تسلط جما رہے ہیں کہ جو ان سے کوئی لگاؤ نہیں رکھتے۔,
695,1,71,1.0,1,s۱,’’مروان ابن حکم‘‘ حضرت عثمان کا بھتیجا اور داماد تھا اور اکہرا جسم اور لمبا قد ہونے کی وجہ سے ’’خیط باطل‘‘ (باطل کا ڈورا) کے لقب سے یاد کیا جاتا تھا چنانچہ عبد الملک ابن مروان نے جب عمرو ابن سعید اشدق کو قتل کر دیا تو اس کے بھائی یحییٰ ابن سعید نے کہا:,
696,1,71,2.0,6,,غَدَرْتُمْ بِعَمْرٍو يَا بَنِیْ خَيْطِ بَاطِلٍ,
697,1,71,3.0,6,,وَ مِثْلُكُمْ يَبْنِی الْبُيوْتَ عَلى الْغَدَرِ,
698,1,71,4.0,4,,’’اے خیطِ باطل کی اولاد! تم نے عمرو سے غداری کی اور تمہارے ایسے لوگ غداری ہی کی بنیادوں پر اپنے اقتدار کی عمارتیں کھڑی کیا کرتے ہیں‘‘۔©۱®,
699,1,71,5.0,1,,اس کا باپ ’’حکم‘‘ گو فتح مکہ کے موقعہ پر اسلام لے آیا تھا مگر اس کے طور طریقے ایسے تھے کہ جو پیغمبر ﷺ کیلئے انتہائی اذیت کا باعث ہوتے تھے۔ چنانچہ پیغمبر ﷺ نے اس پر اور اس کی اولاد پر لعنت کی اور فرمایا کہ:,
700,1,71,6.0,3,,½وَیْلٌ لِاُمَّتِیْ مِنْ صُلْبِ ھٰذَا۔¼,
701,1,71,7.0,4,,یعنی اس کی اولاد کے ہاتھوں میری اُمت تباہی کے دن دیکھے گی۔ (اسد الغابہ),
702,1,71,8.0,1,,آخر پیغمبر ﷺ نے اس کی بڑھتی ہوئی سازشوں کے پیش نظر اسے مدینہ سے وادی وج (طائف میں ایک جگہ ہے) کی طرف نکلوا دیا اور مروان بھی اس کے ساتھ چلتا بنا اور پھر پیغمبر ﷺ نے زندگی بھر ان دونوں کو مدینہ نہ آنے دیا۔ حضرت ابو بکر اور حضرت عمر نے بھی ایسا ہی کیا، لیکن حضرت عثمان نے اپنے عہد میں ان دونوں کو واپس بلوا لیا اور مروان کو تو اس عروج پر پہنچایا کہ گویا خلافت کی باگ ڈور اسی کے ہاتھ میں ہے اور پھر اس کے حالات اس طرح سازگار ہوئے کہ معاویہ ابن یزید کے مرنے کے بعد خلیفۃ المسلمین بن گیا، لیکن ابھی نو مہینے اٹھارہ دن ہی حکومت کرتے ہوئے گزرے تھے کہ ۳ رمضان سن ۶۵ ہجری میں ۶۳ برس کی عمر میں قضا نے اس طرح آ گھیرا کہ اس کی بیوی اس کے منہ پر تکیہ رکھ کر بیٹھ گئی اور اُس وقت تک الگ نہ ہوئی جب تک اُس نے دم نہ توڑ دیا۔,
703,1,71,9.0,1,,اس کے جن چار بیٹوں کی طرف امیر المومنین علیہ السلام نے اشارہ کیا ہے وہ عبد الملک ابنِ مروان کے چار بیٹے: ولید، سلیمان، یزید اور ہشام ہیں کہ جو عبد الملک کے بعد یکے بعد دیگرے تخت خلافت پر بیٹھے اور اپنی خونچکاں داستانوں سے صفحاتِ تاریخ رنگین کر گئے۔,
704,1,71,10.0,1,e۱,اور بعض شارحین نے خود اس کے صلبی بیٹے مراد لئے ہیں جن کے نام یہ ہیں: عبد الملک، عبد العزیز، بشر اور محمد۔ ان میں سے عبدالملک تو خلیفہ ہو گیا اور عبد العزیز مصر کا، بشر عراق کا اور محمد جزیرہ کا والی قرار پایا۔,
706,1,71,12.0,10,۰,خطبہ ۷۱:,
707,1,71,13.0,10,۱,الاوائل، ابو ہلال العسکری، ج ۱، ص ۲۴۹، مطبوعہ دار البشیر،  طنطہ، ۱۴۰۸ ھ۔,
708,1,77,1.0,1,s۱,جب امیرالمومنین علیہ السلام نے خوارج کی شورشوں کو دبانے کیلئے نہروان کا ارادہ کیا تو عفیف ابن قیس نے آپؑ سے عرض کیا کہ: یہ ساعت اچھی نہیں ہے، اگر آپؑ اس وقت روانہ ہوئے تو فتح و ظفر مندی کے بجائے شکست و ہزیمت اٹھانا پڑے گی۔ مگر حضرتؑ نے اس کی بات کو درخورِ اعتنا نہ سمجھا اور اسی وقت لشکر کو کوچ کا حکم دے دیا اور نتیجہ میں خوارج کو ایسی شکست فاش ہوئی کہ ان کے چار ہزار جنگجوؤں میں سے صرف نو آدمی بھاگ کر اپنی جان بچا سکے اور باقی کا صفایا ہو گیا۔,
709,1,77,2.0,1,,امیر المومنین علیہ السلام نے نجوم کے غلط و نادرست ہونے پر تین طرح سے استدلال فرمایا ہے:,
710,1,77,3.0,1,,پہلے یہ کہ اگر منجم کی باتوں کو درست مان لیا جائے تو قرآن کو جھٹلانا پڑے گا، کیونکہ منجم ستاروں کو دیکھ کر غیب میں چھپی ہوئی چیزوں کے جاننے کا ادّعا کرتا ہے اور قرآن یہ کہتا ہے کہ:,
711,1,77,4.0,3,,§﴿ قُلْ لَّا يَعْلَمُ مَنْ فِى السَّمٰوٰتِ وَالْاَرْضِ الْغَيْبَ اِلَّا اللّٰ﴾¦,
712,1,77,5.0,4,,آسمان و زمین کے بسنے والوں میں سے کوئی بھی غیب نہیں جانتا سوائے اللہ کے۔©۱®,
713,1,77,6.0,1,,دوسرے یہ کہ وہ اپنے زعم ناقص میں یہ سمجھ لیتا ہے کہ وہ مستقبل کے حالات سے مطلع ہو کر اپنے نفع و نقصان کو جان سکتا ہے، تو وہ اللہ کی طرف رجوع ہونے اور اس سے مدد چاہنے میں اپنے کو بے نیاز سمجھے گا۔ اور یہ اللہ سے بے اعتنائی اور اس کے مقابلہ میں خود اعتمادی ایک طرح کا زندقہ و الحاد ہے جو اللہ سے اس کے توقعات ختم کر دیتا ہے۔,
714,1,77,7.0,1,,تیسرے یہ کہ اگر وہ کسی مقصد میں کامیاب ہو گا تو اس کامیابی کو اپنے علم کا نتیجہ قرار دے گا جس سے وہ اللہ کے بجائے خود اپنے نفس کو سراہے گا اور اس سلسلہ میں جن کی راہنمائی کرے گا ان سے بھی یہی چاہے گا کہ وہ اللہ کے شکر گزار ہونے کے بجائے اس کے شکر گزار ہوں۔,
715,1,77,8.0,1,e۱,یہ تمام چیزیں فنِ نجوم میں اس حد تک مداخلت سے نہیں روکتیں جس حد تک نجوم کی تاثیر کو منجانب اللہ دواؤں کے طبعی اثر کے قبیل سے مانا جائے جس میں قدرت الٰہی پھر بھی موانع پیدا کر کے سدّ راہ ہو سکتی ہے۔ ہمارے اکثر علمائے اسلام جو علمِ نجوم میں مہارت حاصل کئے ہوئے تھے، وہ اسی بنا پر صحیح ہے کہ وہ اس کے نتائج کو قطعی نہ سمجھتے تھے۔,
717,1,77,10.0,10,۰,خطبہ ۷۷:,
718,1,77,11.0,10,۱,سورۂ نمل، آیت ۶۵۔,
719,1,78,1.0,1,s۱,یہ خطبہ جنگ جمل کی تباہ کاریوں کے بعد ارشاد فرمایا اور چونکہ اس جنگ کی ہلاکت آفرینیاں ایک عورت کے حکم پر آنکھ بند کر کے چل پڑنے کا نتیجہ تھیں، اس لئے اس میں ان کے فطری نقائص اور ان کے وجوہ و اسباب کا ذکر فرمایا ہے۔,
720,1,78,2.0,1,,چنانچہ ان کی پہلی کمزوری یہ ہے کہ انہیں ہر مہینہ میں چند دنوں کیلئے نماز و روزہ سے دستبردار ہونا پڑتا ہے اور یہ اعمال سے علیحدگی ان کے ایمان کے نقص کی دلیل ہے۔ اگرچہ ایمان کے حقیقی معنی تصدیق قلبی و اعتقاد باطنی کے ہیں، مگر بطورِ مجاز عمل و کردار پر بھی اس کا اطلاق ہوتا ہے۔ چونکہ اعمال ایمان کا آئینہ ہوتے ہیں لہٰذا اعمال کو بھی ایمان کا جزو قرار دیا جاتا ہے۔ چنانچہ امام علی ابنِ موسیٰ الرضا علیہ السلام سے مروی ہے کہ:,
721,1,78,3.0,3,,½اِنَّ الْاِيْمَانَ هُوَ التَّصْدِيْقُ بِالْقَلْبِ وَ الْاِقْرَارُ بِاللِّسَانِ وَ الْعَمَلُ بِالْاَرْكَانِ.¼,
